Hour,Percentage of Daily Total
08:00,2.5328886797471197
09:00,6.825296151564129
10:00,10.87628127749248
11:00,13.626040878122634
12:00,14.953863780510257
13:00,15.101172330544015
14:00,14.123207234486564
15:00,11.475745238046525
16:00,7.529103668392086
17:00,2.895022198580109
18:00,0.06137856251406591
