Hour,Average Irradiance (W/m2)
08:00,82.53333333333333
09:00,222.4
10:00,354.4
11:00,444.0
12:00,487.26666666666665
13:00,492.06666666666666
14:00,460.2
15:00,373.93333333333334
16:00,245.33333333333334
17:00,94.33333333333333
18:00,2.0
